subject_id,spider score,swiss score, Parent CTX_image, center latitude, center longitude,CTX center x position,CTX center y position
1044132,0.000,0.043,"P13_006146_1045_XN_75S289W",-76.69,72.35,4400,3300
1044133,0.000,0.078,"P13_006146_1045_XN_75S289W",-76.63,72.29,4400,3900
1044134,0.000,0.000,"P13_006146_1045_XN_75S289W",-76.57,72.23,4400,4500
1044135,0.047,0.047,"P13_006146_1045_XN_75S289W",-76.51,72.17,4400,5100
1044136,0.081,0.092,"P13_006146_1045_XN_75S289W",-76.45,72.11,4400,5700
1044137,0.000,0.000,"P13_006146_1045_XN_75S289W",-76.40,72.05,4400,6300
1044138,0.090,0.000,"P13_006146_1045_XN_75S289W",-76.34,71.99,4400,6900
1044139,0.000,0.000,"P13_006146_1045_XN_75S289W",-76.28,71.93,4400,7500
1044140,0.000,0.043,"P13_006146_1045_XN_75S289W",-76.22,71.88,4400,8100
1044141,0.000,0.043,"P13_006146_1045_XN_75S289W",-76.16,71.82,4400,8700
1044142,0.000,0.000,"P13_006146_1045_XN_75S289W",-76.10,71.76,4400,9300
1044143,0.000,0.000,"P13_006146_1045_XN_75S289W",-76.04,71.70,4400,9900
1044144,0.050,0.000,"P13_006146_1045_XN_75S289W",-75.98,71.65,4400,10500
1044145,0.000,0.000,"P13_006146_1045_XN_75S289W",-75.92,71.59,4400,11100
1044146,0.000,0.094,"P13_006146_1045_XN_75S289W",-75.86,71.54,4400,11700
1044147,0.000,0.000,"P13_006146_1045_XN_75S289W",-75.80,71.48,4400,12300
1044148,0.043,0.166,"P13_006146_1045_XN_75S289W",-75.74,71.43,4400,12900
1044149,0.047,0.000,"P13_006146_1045_XN_75S289W",-75.68,71.38,4400,13500
1044150,0.028,0.077,"P13_006146_1045_XN_75S289W",-75.62,71.32,4400,14100
1044151,0.000,0.044,"P13_006146_1045_XN_75S289W",-75.56,71.27,4400,14700
1044152,0.045,0.083,"P13_006146_1045_XN_75S289W",-75.50,71.22,4400,15300
1044153,0.000,0.042,"P13_006146_1045_XN_75S289W",-75.45,71.17,4400,15900
1044154,0.000,0.042,"P13_006146_1045_XN_75S289W",-75.39,71.11,4400,16500
1044157,0.000,0.083,"P13_006146_1045_XN_75S289W",-75.33,71.06,4400,17100
1044161,0.049,0.027,"P13_006146_1045_XN_75S289W",-75.27,71.01,4400,17700
1044166,0.000,0.000,"P13_006146_1045_XN_75S289W",-75.21,70.96,4400,18300
1044171,0.000,0.041,"P13_006146_1045_XN_75S289W",-75.15,70.91,4400,18900
1044176,0.000,0.242,"P13_006146_1045_XN_75S289W",-75.09,70.86,4400,19500
1044180,0.050,0.000,"P13_006146_1045_XN_75S289W",-75.03,70.80,4400,20100
1044183,0.000,0.137,"P13_006146_1045_XN_75S289W",-74.97,70.75,4400,20700
1044188,0.000,0.000,"P13_006146_1045_XN_75S289W",-74.91,70.70,4400,21300
1044192,0.000,0.000,"P13_006146_1045_XN_75S289W",-74.85,70.66,4400,21900
1044196,0.000,0.098,"P13_006146_1045_XN_75S289W",-74.79,70.61,4400,22500
1044200,0.000,0.000,"P13_006146_1045_XN_75S289W",-74.73,70.56,4400,23100
1044205,0.000,0.071,"P13_006146_1045_XN_75S289W",-74.67,70.51,4400,23700
1044211,0.038,0.000,"P13_006146_1045_XN_75S289W",-74.61,70.46,4400,24300
1044216,0.038,0.000,"P13_006146_1045_XN_75S289W",-74.55,70.42,4400,24900
1044220,0.000,0.050,"P13_006146_1045_XN_75S289W",-74.49,70.37,4400,25500
1044223,0.000,0.000,"P13_006146_1045_XN_75S289W",-74.43,70.32,4400,26100
1044229,0.050,0.000,"P13_006146_1045_XN_75S289W",-74.37,70.28,4400,26700
1044231,0.120,0.043,"P13_006146_1045_XN_75S289W",-74.31,70.23,4400,27300
1044235,0.000,0.142,"P13_006146_1045_XN_75S289W",-74.25,70.19,4400,27900
1044240,0.000,0.019,"P13_006146_1045_XN_75S289W",-74.19,70.14,4400,28500
1044244,0.041,0.000,"P13_006146_1045_XN_75S289W",-74.13,70.10,4400,29100
1044249,0.041,0.000,"P13_006146_1045_XN_75S289W",-74.07,70.05,4400,29700
1044254,0.000,0.051,"P13_006146_1045_XN_75S289W",-74.02,70.01,4400,30300
1501471,0.000,0.295,"P13_006199_1040_XN_76S296W",-78.61,65.80,400,300
1501472,0.073,0.231,"P13_006199_1040_XN_76S296W",-78.55,65.73,400,900
1501473,0.000,0.248,"P13_006199_1040_XN_76S296W",-78.49,65.65,400,1500
1501474,0.000,0.244,"P13_006199_1040_XN_76S296W",-78.43,65.58,400,2100
1501475,0.000,0.246,"P13_006199_1040_XN_76S296W",-78.37,65.51,400,2700
1501476,0.000,0.000,"P13_006199_1040_XN_76S296W",-78.31,65.44,400,3300
1501477,0.088,0.085,"P13_006199_1040_XN_76S296W",-78.26,65.37,400,3900
1501478,0.000,0.000,"P13_006199_1040_XN_76S296W",-78.20,65.31,400,4500
1501479,0.000,0.048,"P13_006199_1040_XN_76S296W",-78.14,65.24,400,5100
1501480,0.000,0.146,"P13_006199_1040_XN_76S296W",-78.08,65.17,400,5700
1501481,0.000,0.000,"P13_006199_1040_XN_76S296W",-78.02,65.10,400,6300
1501482,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.96,65.04,400,6900
1501483,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.90,64.97,400,7500
1501484,0.000,0.049,"P13_006199_1040_XN_76S296W",-77.84,64.91,400,8100
1501485,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.78,64.84,400,8700
1501486,0.028,0.041,"P13_006199_1040_XN_76S296W",-77.72,64.78,400,9300
1501487,0.000,0.039,"P13_006199_1040_XN_76S296W",-77.66,64.72,400,9900
1501488,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.60,64.65,400,10500
1501489,0.072,0.000,"P13_006199_1040_XN_76S296W",-77.54,64.59,400,11100
1501490,0.027,0.051,"P13_006199_1040_XN_76S296W",-77.48,64.53,400,11700
1501491,0.096,0.000,"P13_006199_1040_XN_76S296W",-77.43,64.47,400,12300
1501492,0.048,0.000,"P13_006199_1040_XN_76S296W",-77.37,64.41,400,12900
1501493,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.31,64.35,400,13500
1501494,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.25,64.29,400,14100
1501495,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.19,64.23,400,14700
1501496,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.13,64.18,400,15300
1501497,0.026,0.000,"P13_006199_1040_XN_76S296W",-77.07,64.12,400,15900
1501498,0.000,0.038,"P13_006199_1040_XN_76S296W",-77.01,64.06,400,16500
1501499,0.000,0.048,"P13_006199_1040_XN_76S296W",-76.95,64.00,400,17100
1501500,0.027,0.000,"P13_006199_1040_XN_76S296W",-76.89,63.95,400,17700
1501501,0.049,0.000,"P13_006199_1040_XN_76S296W",-76.83,63.89,400,18300
1501502,0.000,0.054,"P13_006199_1040_XN_76S296W",-76.77,63.83,400,18900
1501503,0.040,0.042,"P13_006199_1040_XN_76S296W",-76.71,63.78,400,19500
1501504,0.000,0.043,"P13_006199_1040_XN_76S296W",-76.65,63.72,400,20100
1501505,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.59,63.67,400,20700
1501506,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.53,63.62,400,21300
1501507,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.47,63.56,400,21900
1501508,0.084,0.048,"P13_006199_1040_XN_76S296W",-76.41,63.51,400,22500
1501509,0.000,0.046,"P13_006199_1040_XN_76S296W",-76.36,63.46,400,23100
1501510,0.118,0.000,"P13_006199_1040_XN_76S296W",-76.30,63.40,400,23700
1501511,0.045,0.000,"P13_006199_1040_XN_76S296W",-76.24,63.35,400,24300
1501512,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.18,63.30,400,24900
1501513,0.000,0.049,"P13_006199_1040_XN_76S296W",-76.12,63.25,400,25500
1501514,0.038,0.047,"P13_006199_1040_XN_76S296W",-76.06,63.20,400,26100
1501515,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.00,63.15,400,26700
1501516,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.94,63.10,400,27300
1501517,0.000,0.044,"P13_006199_1040_XN_76S296W",-75.88,63.05,400,27900
1501518,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.82,63.00,400,28500
1501519,0.049,0.086,"P13_006199_1040_XN_76S296W",-75.76,62.95,400,29100
1501520,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.70,62.90,400,29700
1501521,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.64,62.85,400,30300
1501522,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.58,62.81,400,30900
1501523,0.135,0.000,"P13_006199_1040_XN_76S296W",-75.52,62.76,400,31500
1501524,0.026,0.000,"P13_006199_1040_XN_76S296W",-75.46,62.71,400,32100
1501525,0.000,0.089,"P13_006199_1040_XN_76S296W",-75.40,62.67,400,32700
1501526,0.123,0.000,"P13_006199_1040_XN_76S296W",-75.34,62.62,400,33300
1501527,0.000,0.021,"P13_006199_1040_XN_76S296W",-75.28,62.57,400,33900
1501528,0.026,0.040,"P13_006199_1040_XN_76S296W",-75.22,62.53,400,34500
1501529,0.112,0.085,"P13_006199_1040_XN_76S296W",-75.16,62.48,400,35100
1501530,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.10,62.44,400,35700
1501531,0.000,0.018,"P13_006199_1040_XN_76S296W",-75.04,62.39,400,36300
1501532,0.000,0.000,"P13_006199_1040_XN_76S296W",-74.98,62.35,400,36900
1501533,0.000,0.000,"P13_006199_1040_XN_76S296W",-74.92,62.30,400,37500
1501534,0.043,0.000,"P13_006199_1040_XN_76S296W",-74.86,62.26,400,38100
1501535,0.000,0.000,"P13_006199_1040_XN_76S296W",-74.80,62.22,400,38700
1501536,0.000,0.000,"P13_006199_1040_XN_76S296W",-74.74,62.17,400,39300
1501537,0.028,0.064,"P13_006199_1040_XN_76S296W",-74.68,62.13,400,39900
1501538,0.000,0.048,"P13_006199_1040_XN_76S296W",-74.62,62.09,400,40500
1501539,0.043,0.000,"P13_006199_1040_XN_76S296W",-74.57,62.04,400,41100
1501540,0.098,0.050,"P13_006199_1040_XN_76S296W",-74.51,62.00,400,41700
1501541,0.188,0.094,"P13_006199_1040_XN_76S296W",-74.45,61.96,400,42300
1501542,0.000,0.045,"P13_006199_1040_XN_76S296W",-74.39,61.92,400,42900
1501543,0.062,0.000,"P13_006199_1040_XN_76S296W",-74.33,61.88,400,43500
1501544,0.075,0.000,"P13_006199_1040_XN_76S296W",-74.27,61.84,400,44100
1501545,0.000,0.000,"P13_006199_1040_XN_76S296W",-74.21,61.80,400,44700
1501546,0.000,0.217,"P13_006199_1040_XN_76S296W",-74.15,61.75,400,45300
1501547,0.000,0.341,"P13_006199_1040_XN_76S296W",-74.09,61.71,400,45900
1501548,0.000,0.053,"P13_006199_1040_XN_76S296W",-74.03,61.67,400,46500
1501549,0.000,0.000,"P13_006199_1040_XN_76S296W",-73.97,61.64,400,47100
1501550,0.042,0.132,"P13_006199_1040_XN_76S296W",-73.91,61.60,400,47700
1501551,0.168,0.041,"P13_006199_1040_XN_76S296W",-73.85,61.56,400,48300
1501552,0.000,0.000,"P13_006199_1040_XN_76S296W",-73.79,61.52,400,48900
1514759,0.000,0.000,"P13_006199_1040_XN_76S296W",-73.73,61.48,400,49500
1501554,0.000,0.028,"P13_006199_1040_XN_76S296W",-73.67,61.44,400,50100
1501555,0.051,0.000,"P13_006199_1040_XN_76S296W",-73.61,61.40,400,50700
1501556,0.095,0.045,"P13_006199_1040_XN_76S296W",-73.55,61.36,400,51300
1501557,0.000,0.000,"P13_006199_1040_XN_76S296W",-73.49,61.33,400,51900
1501558,0.000,0.411,"P13_006199_1040_XN_76S296W",-78.59,66.12,1200,300
1501559,0.000,0.149,"P13_006199_1040_XN_76S296W",-78.54,66.05,1200,900
1501560,0.000,0.252,"P13_006199_1040_XN_76S296W",-78.48,65.97,1200,1500
1501561,0.237,0.052,"P13_006199_1040_XN_76S296W",-78.42,65.90,1200,2100
1501562,0.000,0.089,"P13_006199_1040_XN_76S296W",-78.36,65.83,1200,2700
1501563,0.047,0.086,"P13_006199_1040_XN_76S296W",-78.30,65.76,1200,3300
1501564,0.060,0.000,"P13_006199_1040_XN_76S296W",-78.24,65.69,1200,3900
1501565,0.000,0.000,"P13_006199_1040_XN_76S296W",-78.18,65.62,1200,4500
1501566,0.000,0.143,"P13_006199_1040_XN_76S296W",-78.12,65.55,1200,5100
1501567,0.000,0.291,"P13_006199_1040_XN_76S296W",-78.06,65.48,1200,5700
1501568,0.077,0.044,"P13_006199_1040_XN_76S296W",-78.00,65.41,1200,6300
1501569,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.94,65.34,1200,6900
1501570,0.044,0.070,"P13_006199_1040_XN_76S296W",-77.89,65.28,1200,7500
1501571,0.143,0.087,"P13_006199_1040_XN_76S296W",-77.83,65.21,1200,8100
1501572,0.000,0.031,"P13_006199_1040_XN_76S296W",-77.77,65.15,1200,8700
1501573,0.000,0.038,"P13_006199_1040_XN_76S296W",-77.71,65.08,1200,9300
1501574,0.026,0.000,"P13_006199_1040_XN_76S296W",-77.65,65.02,1200,9900
1501575,0.093,0.000,"P13_006199_1040_XN_76S296W",-77.59,64.95,1200,10500
1501576,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.53,64.89,1200,11100
1501577,0.039,0.041,"P13_006199_1040_XN_76S296W",-77.47,64.83,1200,11700
1501578,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.41,64.77,1200,12300
1501579,0.033,0.000,"P13_006199_1040_XN_76S296W",-77.35,64.71,1200,12900
1501580,0.000,0.043,"P13_006199_1040_XN_76S296W",-77.29,64.64,1200,13500
1501581,0.044,0.042,"P13_006199_1040_XN_76S296W",-77.23,64.58,1200,14100
1514760,0.021,0.000,"P13_006199_1040_XN_76S296W",-77.17,64.52,1200,14700
1514761,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.11,64.46,1200,15300
1514762,0.047,0.000,"P13_006199_1040_XN_76S296W",-77.06,64.40,1200,15900
1514763,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.00,64.34,1200,16500
1514764,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.94,64.29,1200,17100
1514765,0.000,0.045,"P13_006199_1040_XN_76S296W",-76.88,64.23,1200,17700
1514766,0.047,0.041,"P13_006199_1040_XN_76S296W",-76.82,64.17,1200,18300
1514767,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.76,64.11,1200,18900
1514768,0.000,0.037,"P13_006199_1040_XN_76S296W",-76.70,64.06,1200,19500
1514769,0.043,0.000,"P13_006199_1040_XN_76S296W",-76.64,64.00,1200,20100
1514770,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.58,63.95,1200,20700
1514771,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.52,63.89,1200,21300
1514772,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.46,63.84,1200,21900
1514773,0.046,0.034,"P13_006199_1040_XN_76S296W",-76.40,63.78,1200,22500
1514774,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.34,63.73,1200,23100
1514775,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.28,63.67,1200,23700
1514776,0.000,0.046,"P13_006199_1040_XN_76S296W",-76.22,63.62,1200,24300
1514777,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.16,63.57,1200,24900
1509607,0.028,0.043,"P13_006199_1040_XN_76S296W",-76.10,63.52,1200,25500
1509608,0.115,0.000,"P13_006199_1040_XN_76S296W",-76.04,63.47,1200,26100
1509609,0.098,0.041,"P13_006199_1040_XN_76S296W",-75.98,63.41,1200,26700
1509610,0.076,0.087,"P13_006199_1040_XN_76S296W",-75.93,63.36,1200,27300
1509611,0.000,0.047,"P13_006199_1040_XN_76S296W",-75.87,63.31,1200,27900
1509612,0.029,0.101,"P13_006199_1040_XN_76S296W",-75.81,63.26,1200,28500
1509613,0.000,0.035,"P13_006199_1040_XN_76S296W",-75.75,63.21,1200,29100
1509614,0.045,0.176,"P13_006199_1040_XN_76S296W",-75.69,63.16,1200,29700
1509615,0.046,0.000,"P13_006199_1040_XN_76S296W",-75.63,63.11,1200,30300
1509616,0.045,0.041,"P13_006199_1040_XN_76S296W",-75.57,63.06,1200,30900
1509617,0.041,0.083,"P13_006199_1040_XN_76S296W",-75.51,63.02,1200,31500
1509618,0.077,0.000,"P13_006199_1040_XN_76S296W",-75.45,62.97,1200,32100
1509619,0.000,0.040,"P13_006199_1040_XN_76S296W",-75.39,62.92,1200,32700
1509620,0.000,0.041,"P13_006199_1040_XN_76S296W",-75.33,62.87,1200,33300
1509621,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.27,62.83,1200,33900
1509622,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.21,62.78,1200,34500
1509623,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.15,62.73,1200,35100
1509624,0.000,0.036,"P13_006199_1040_XN_76S296W",-75.09,62.69,1200,35700
1509625,0.000,0.042,"P13_006199_1040_XN_76S296W",-75.03,62.64,1200,36300
1509626,0.000,0.000,"P13_006199_1040_XN_76S296W",-74.97,62.60,1200,36900
1509627,0.092,0.000,"P13_006199_1040_XN_76S296W",-74.91,62.55,1200,37500
1509628,0.000,0.043,"P13_006199_1040_XN_76S296W",-74.85,62.51,1200,38100
1509629,0.027,0.000,"P13_006199_1040_XN_76S296W",-74.79,62.46,1200,38700
1509630,0.000,0.040,"P13_006199_1040_XN_76S296W",-74.73,62.42,1200,39300
1509631,0.000,0.049,"P13_006199_1040_XN_76S296W",-74.67,62.37,1200,39900
1509632,0.026,0.000,"P13_006199_1040_XN_76S296W",-74.61,62.33,1200,40500
1509633,0.000,0.000,"P13_006199_1040_XN_76S296W",-74.55,62.29,1200,41100
1509634,0.000,0.000,"P13_006199_1040_XN_76S296W",-74.49,62.24,1200,41700
1509635,0.000,0.000,"P13_006199_1040_XN_76S296W",-74.43,62.20,1200,42300
1509636,0.103,0.045,"P13_006199_1040_XN_76S296W",-74.37,62.16,1200,42900
1509637,0.077,0.044,"P13_006199_1040_XN_76S296W",-74.31,62.12,1200,43500
1509638,0.000,0.043,"P13_006199_1040_XN_76S296W",-74.25,62.07,1200,44100
1509639,0.000,0.000,"P13_006199_1040_XN_76S296W",-74.19,62.03,1200,44700
1509640,0.081,0.000,"P13_006199_1040_XN_76S296W",-74.13,61.99,1200,45300
1509641,0.000,0.000,"P13_006199_1040_XN_76S296W",-74.07,61.95,1200,45900
1509642,0.000,0.000,"P13_006199_1040_XN_76S296W",-74.01,61.91,1200,46500
1509643,0.000,0.000,"P13_006199_1040_XN_76S296W",-73.95,61.87,1200,47100
1509644,0.037,0.000,"P13_006199_1040_XN_76S296W",-73.90,61.83,1200,47700
1509645,0.000,0.089,"P13_006199_1040_XN_76S296W",-73.84,61.79,1200,48300
1509646,0.000,0.000,"P13_006199_1040_XN_76S296W",-73.78,61.75,1200,48900
1509647,0.000,0.000,"P13_006199_1040_XN_76S296W",-73.72,61.71,1200,49500
1509648,0.000,0.000,"P13_006199_1040_XN_76S296W",-73.66,61.67,1200,50100
1509649,0.076,0.052,"P13_006199_1040_XN_76S296W",-73.60,61.63,1200,50700
1509650,0.040,0.084,"P13_006199_1040_XN_76S296W",-73.54,61.59,1200,51300
1509651,0.027,0.000,"P13_006199_1040_XN_76S296W",-73.48,61.55,1200,51900
1509652,0.000,0.515,"P13_006199_1040_XN_76S296W",-78.58,66.45,2000,300
1509653,0.071,0.191,"P13_006199_1040_XN_76S296W",-78.52,66.37,2000,900
1509654,0.025,0.269,"P13_006199_1040_XN_76S296W",-78.46,66.30,2000,1500
1509655,0.038,0.000,"P13_006199_1040_XN_76S296W",-78.40,66.22,2000,2100
1509656,0.092,0.085,"P13_006199_1040_XN_76S296W",-78.34,66.15,2000,2700
1509657,0.000,0.000,"P13_006199_1040_XN_76S296W",-78.28,66.08,2000,3300
1509658,0.000,0.108,"P13_006199_1040_XN_76S296W",-78.22,66.01,2000,3900
1509659,0.000,0.034,"P13_006199_1040_XN_76S296W",-78.17,65.93,2000,4500
1509660,0.027,0.088,"P13_006199_1040_XN_76S296W",-78.11,65.86,2000,5100
1509661,0.047,0.179,"P13_006199_1040_XN_76S296W",-78.05,65.79,2000,5700
1509662,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.99,65.72,2000,6300
1509663,0.000,0.042,"P13_006199_1040_XN_76S296W",-77.93,65.65,2000,6900
1509664,0.003,0.020,"P13_006199_1040_XN_76S296W",-77.87,65.59,2000,7500
1509665,0.000,0.035,"P13_006199_1040_XN_76S296W",-77.81,65.52,2000,8100
1509666,0.000,0.042,"P13_006199_1040_XN_76S296W",-77.75,65.45,2000,8700
1509667,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.69,65.38,2000,9300
1509668,0.095,0.044,"P13_006199_1040_XN_76S296W",-77.63,65.32,2000,9900
1509669,0.028,0.044,"P13_006199_1040_XN_76S296W",-77.57,65.25,2000,10500
1509670,0.048,0.041,"P13_006199_1040_XN_76S296W",-77.51,65.19,2000,11100
1509671,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.46,65.13,2000,11700
1509672,0.092,0.000,"P13_006199_1040_XN_76S296W",-77.40,65.06,2000,12300
1509673,0.074,0.000,"P13_006199_1040_XN_76S296W",-77.34,65.00,2000,12900
1509674,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.28,64.94,2000,13500
1509675,0.000,0.037,"P13_006199_1040_XN_76S296W",-77.22,64.87,2000,14100
1509676,0.045,0.000,"P13_006199_1040_XN_76S296W",-77.16,64.81,2000,14700
1509677,0.090,0.000,"P13_006199_1040_XN_76S296W",-77.10,64.75,2000,15300
1509678,0.000,0.000,"P13_006199_1040_XN_76S296W",-77.04,64.69,2000,15900
1509679,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.98,64.63,2000,16500
1509680,0.090,0.092,"P13_006199_1040_XN_76S296W",-76.92,64.57,2000,17100
1509681,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.86,64.51,2000,17700
1509682,0.000,0.042,"P13_006199_1040_XN_76S296W",-76.80,64.45,2000,18300
1509683,0.048,0.000,"P13_006199_1040_XN_76S296W",-76.74,64.40,2000,18900
1509684,0.052,0.044,"P13_006199_1040_XN_76S296W",-76.68,64.34,2000,19500
1509685,0.084,0.044,"P13_006199_1040_XN_76S296W",-76.62,64.28,2000,20100
1509686,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.57,64.22,2000,20700
1509687,0.000,0.044,"P13_006199_1040_XN_76S296W",-76.51,64.17,2000,21300
1509688,0.026,0.000,"P13_006199_1040_XN_76S296W",-76.45,64.11,2000,21900
1509689,0.000,0.000,"P13_006199_1040_XN_76S296W",-76.39,64.06,2000,22500
1509690,0.027,0.000,"P13_006199_1040_XN_76S296W",-76.33,64.00,2000,23100
1509691,0.029,0.046,"P13_006199_1040_XN_76S296W",-76.27,63.95,2000,23700
1509692,0.050,0.000,"P13_006199_1040_XN_76S296W",-76.21,63.89,2000,24300
1509693,0.000,0.042,"P13_006199_1040_XN_76S296W",-76.15,63.84,2000,24900
1509694,0.000,0.088,"P13_006199_1040_XN_76S296W",-76.09,63.79,2000,25500
1509695,0.000,0.031,"P13_006199_1040_XN_76S296W",-76.03,63.73,2000,26100
1509696,0.051,0.000,"P13_006199_1040_XN_76S296W",-75.97,63.68,2000,26700
1509697,0.000,0.029,"P13_006199_1040_XN_76S296W",-75.91,63.63,2000,27300
1509698,0.000,0.044,"P13_006199_1040_XN_76S296W",-75.85,63.58,2000,27900
1509699,0.051,0.000,"P13_006199_1040_XN_76S296W",-75.79,63.53,2000,28500
1509700,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.73,63.48,2000,29100
1509701,0.000,0.045,"P13_006199_1040_XN_76S296W",-75.67,63.42,2000,29700
1509702,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.61,63.37,2000,30300
1509703,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.55,63.32,2000,30900
1509704,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.49,63.28,2000,31500
1509705,0.026,0.000,"P13_006199_1040_XN_76S296W",-75.44,63.23,2000,32100
1509706,0.085,0.000,"P13_006199_1040_XN_76S296W",-75.38,63.18,2000,32700
1509707,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.32,63.13,2000,33300
1509708,0.080,0.000,"P13_006199_1040_XN_76S296W",-75.26,63.08,2000,33900
1509709,0.048,0.000,"P13_006199_1040_XN_76S296W",-75.20,63.03,2000,34500
1509710,0.068,0.000,"P13_006199_1040_XN_76S296W",-75.14,62.99,2000,35100
1509711,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.08,62.94,2000,35700
1509712,0.000,0.000,"P13_006199_1040_XN_76S296W",-75.02,62.89,2000,36300
1509713,0.000,0.000,"P13_006199_1040_XN_76S296W",-74.96,62.85,2000,36900
1509714,0.051,0.043,"P13_006199_1040_XN_76S296W",-74.90,62.80,2000,37500
1509715,0.000,0.000,"P13_006199_1040_XN_76S296W",-74.84,62.75,2000,38100
1509716,0.000,0.043,"P13_006199_1040_XN_76S296W",-74.78,62.71,2000,38700
1509717,0.047,0.050,"P13_006199_1040_XN_76S296W",-74.72,62.66,2000,39300
1509718,0.042,0.000,"P13_006199_1040_XN_76S296W",-74.66,62.62,2000,39900
1509719,0.000,0.087,"P13_006199_1040_XN_76S296W",-74.60,62.57,2000,40500
1509720,0.000,0.048,"P13_006199_1040_XN_76S296W",-74.54,62.53,2000,41100
1509721,0.000,0.000,"P13_006199_1040_XN_76S296W",-74.48,62.49,2000,41700
1509722,0.000,0.035,"P13_006199_1040_XN_76S296W",-74.42,62.44,2000,42300
1509723,0.123,0.089,"P13_006199_1040_XN_76S296W",-74.36,62.40,2000,42900
1509724,0.130,0.081,"P13_006199_1040_XN_76S296W",-74.30,62.36,2000,43500
1509725,0.000,0.043,"P13_006199_1040_XN_76S296W",-74.24,62.31,2000,44100
1509726,0.049,0.000,"P13_006199_1040_XN_76S296W",-74.18,62.27,2000,44700
1509727,0.058,0.000,"P13_006199_1040_XN_76S296W",-74.12,62.23,2000,45300
1509728,0.121,0.134,"P13_006199_1040_XN_76S296W",-74.06,62.19,2000,45900
1509729,0.098,0.000,"P13_006199_1040_XN_76S296W",-74.00,62.15,2000,46500
1509730,0.139,0.000,"P13_006199_1040_XN_76S296W",-73.94,62.10,2000,47100
1509731,0.000,0.000,"P13_006199_1040_XN_76S296W",-73.88,62.06,2000,47700
1509732,0.000,0.000,"P13_006199_1040_XN_76S296W",-73.82,62.02,2000,48300
1509733,0.000,0.000,"P13_006199_1040_XN_76S296W",-73.76,61.98,2000,48900
1509734,0.026,0.000,"P13_006199_1040_XN_76S296W",-73.70,61.94,2000,49500
1509735,0.046,0.038,"P13_006199_1040_XN_76S296W",-73.64,61.90,2000,50100
1509736,0.000,0.046,"P13_006199_1040_XN_76S296W",-73.58,61.86,2000,50700
1509737,0.277,0.111,"P13_006199_1040_XN_76S296W",-73.52,61.82,2000,51300
1509738,0.000,0.000,"P13_006199_1040_XN_76S296W",-73.46,61.78,2000,51900
1509739,0.051,0.132,"P13_006199_1040_XN_76S296W",-78.56,66.77,2800,300
1509740,0.000,0.000,"P13_006199_1040_XN_76S296W",-78.50,66.70,2800,900
1509741,0.025,0.141,"P13_006199_1040_XN_76S296W",-78.44,66.62,2800,1500
1509742,0.042,0.000,"P13_006199_1040_XN_76S296W",-78.38,66.54,2800,2100
1509743,0.049,0.101,"P13_006199_1040_XN_76S296W",-78.33,66.47,2800,2700
